image_path,medicine_name,split
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54458-914_0_0.jpg,3b546c8a24c08eadd03271d45ece85db4bd2b5fe1b61e3559df6a8a2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7466-98_PART_1_OF_1_CHAL10_SB_A51DD2AE.jpg,00093-7466-98_A51DD2AE,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0958_0_0.jpg,e019316be2c890ce180b32d3a5ff02a3b3011b9efc4a2c579db360b2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4175.jpg,00093-0174-56_96294B5A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0074-7069_0_0.jpg,5c5971e357071de76046703c056b43c1b66c8170c3f70535f26f3a48,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3282.jpg,00093-4069-01_E126F0B7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\64764-304_0_1.jpg,debbacf04b691b20e6226b6f1260c12ff21e15f93a87bb73c7bfce6a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-1548_0_1.jpg,cdea8ab57b409cf80f53e4592c0bb5996564a1d95f84699bc6666de8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\62037-0793-60_PART_1_OF_1_CHAL10_SF_832041B2.jpg,62037-0793-60_832041B2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-305_0_0.jpg,df1bf752f635d5426a6ffdcdb395574475d988337f985bdbc1b908e3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2855.jpg,51672-4033-01_A72653F2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-594_0_0.jpg,6fb241c7ce4ab2b86485bb85098249a33d705fe89c0e07df3af36016,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-1135_0_1.jpg,10f7c962576aa3cd98c7d26e40689024b9fae6dfb7ffec7bc74c9a15,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67877-216_0_1.jpg,b36167b34d25ba67effae581a5788bd448a958239b85562ec1154b33,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5013_0_0.jpg,ff4c357702ed3634eb89ce36254e329cd82ea26f63d52787b46e14da,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50268-511_0_0.jpg,1b4cf4e2df344662e064cb89dbf7cd68084c0f78bf53ea940cae5a62,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3545.jpg,65862-0142-01_A621537A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-3801_0_1.jpg,34fc0a016b00a1e8e23b1d3f25fe2b280fa8e34f1ebe6aeebaa25d0f,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\13913-004_0_1.jpg,1019808454532108ff345957ef7de9745cb6d04d9b59ad2f947e43c8,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-4727_0_0.jpg,0518322854047a6fb8e394a64c89cdba9e0c068482dfa52fa04682bf,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1165.jpg,00093-7670-01_8327C19E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2559.jpg,00378-6231-01_6B2135D9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0049-2340_0_0.jpg,772fc6a7efb41436e112d8fb3eab14fc3ec01defabf11d3dc46eb6ab,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-850_0_1.jpg,016a9230960654d726d008acffd2fa5b0b4227d78299f1ee6927f549,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\76237-164_0_0.jpg,38cee674e7e9f8b7bb03ac976127a1b18ddc7110357366253a413ea4,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-570_0_0.jpg,1832dc4ed0e09a19168121826a3fa97a68eb656854cd559448dd64a3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3279.jpg,00555-9014-67_952FCACE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63459-542_0_0.jpg,f4284772fce3a64b2e5191de19bf525309529868bb1f11bb3b8ddb7a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1317.jpg,68968-3500-01_581E2C71,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\52959-730_0_0.jpg,665bd6d8283ae60870242e0aa44cae768ca825a6bdb5d70ad5ffc14e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3827.jpg,00093-7236-56_422B2109,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00603-3741-21_PART_1_OF_1_CHAL10_SF_DD22EEE7.jpg,00603-3741-21_DD22EEE7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5841_0_0.jpg,10e6d8d89b58e36753da842d5d9814912d766402051852de8508accd,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3866.jpg,50111-0308-01_94294A3A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-550_0_1.jpg,cd9d2c67a54e305d0a324edd3444d9d56bed41d697dda8a958f50cc1,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00003-4222-16_PART_1_OF_1_CHAL10_SF_F215F93F.jpg,00003-4222-16_F215F93F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-1502_0_0.jpg,74f55ec992dee6389a9757431037148f93fc58012cfe1823170a2013,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\481.jpg,00093-4030-01_20271038,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\879.jpg,00555-0484-01_092B84CC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4636.jpg,00093-7224-98_B5305AF2,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4288.jpg,00093-0026-01_5D29AEBD,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43353-659_0_1.jpg,835a21d862d9a3f3245c7dd78b5245dfa333f172fab106a2dd283847,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-013_0_0.jpg,91d87c7f681fa7ab44d6534d4887cb186479cff844a75b64ac9f7b51,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2806.jpg,00172-5033-60_BD2D5E9A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3484.jpg,00093-2264-01_DE296F5B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1604.jpg,00093-0058-01_00280060,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-1022_0_0.jpg,1c85076ccb8aaf7c197979bf81a6c558d36a441f20c17f20a76a4ce2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-3100_0_0.jpg,a70de88e09d1b8c4600126ade5b2577f7eb484ce7298fda5c0dc69de,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4656.jpg,52544-0291-28_5C1E2E51,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-217_0_0.jpg,4961b6baf16694c5bc8795a17d60880fda1e6cfbbe692f20ff452bda,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\59762-6722_0_1.jpg,f1b97e4baad4476ef3260183245db11cd469e525c850e73059efefad,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-1060-01_PART_1_OF_1_CHAL10_SB_DC29EE4F.jpg,00093-1060-01_DC29EE4F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1892.jpg,00555-0833-02_C12F60DB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2846.jpg,00781-1487-01_112408E0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4278.jpg,50111-0395-01_AF2F57DA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0513_0_0.jpg,61516a8e8d71e984a4099a3cb3d118466897679a3bbd903b0eb80584,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3900.jpg,00093-1048-98_C029E06F,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7334-01_PART_1_OF_1_CHAL10_SB_A929548A.jpg,00093-7334-01_A929548A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4880.jpg,00093-7364-98_AC305672,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55111-342_0_1.jpg,ddda1cd62b924211121a3eb0620cfa3959a036068ca33f2eeee62cc2,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2841.jpg,00093-0199-01_CD266683,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50844-293_0_1.jpg,b7afd949672f918eb1ca113a091238df89beda16ac18f221f1c746b0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\220.jpg,65862-0054-30_C12160FB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-1392_0_1.jpg,e662fba1a8833e59927904bb5ef769e83975876169adaebed4c8590d,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1389.jpg,00093-7670-01_8327C19E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\846.jpg,00093-1026-06_8129C0EE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3835.jpg,00555-0833-02_C12F60DB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1131.jpg,00093-5353-01_03270198,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0143-1210_0_1.jpg,ac7ab9b1589d182da440c4c29d3c383876869935d7f6b3109b0a7f28,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\436.jpg,00172-3761-60_5226A915,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49884-827_0_1.jpg,abb10b3e89e090529e9ed5edb359a99bf1bd792e8eece928424ccc1a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0904-3854_0_1.jpg,7db32e21b16f71b9a76f0f025bfaa99c865ec2b993026b78a6713ca7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2438.jpg,00093-7167-98_6129B0CD,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\366.jpg,65862-0537-50_3A1B9D5C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-573_0_0.jpg,f840349e507018218bc8fb4f0eb5bc570dea04f60654e19a101acc76,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6319_0_0.jpg,70de64ac2b72c8863371961e363c7c7e6dfc3dbbebac0cd0bc8fd6d7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7220-06_PART_1_OF_1_CHAL10_SB_692934D9.jpg,00093-7220-06_692934D9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3586.jpg,00093-1006-01_D729EBDF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4028.jpg,00173-0785-01_AC18D656,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50436-5022_0_1.jpg,5020f2769dccae506613bffdf5a5b4db5bc551684475a500cb1410fa,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\75921-459_0_1.jpg,9bfe604cc571ed0f8b815443345d763a0da00b1c363eaaf1528d534e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0039-0060_0_1.jpg,cd8d2fbb733b6c8ee1405e8617afe46c70179f73ed883b7ee24a69d9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\62856-247_0_1.jpg,6e031be7d6215e5fdb77a578b16713b2bb1a1d0feb341c06eb93677c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4392.jpg,00078-0521-15_E51D72AB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43063-669_0_0.jpg,cd69012e6a9e78acf673df58a6e8e10422638042ad5d374c1fe2d289,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\50458-0579-30_PART_1_OF_1_CHAL10_SB_8F1DC7FE.jpg,50458-0579-30_8F1DC7FE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3351.jpg,51285-0538-02_9F304FB2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-0041_0_0.jpg,bf6e2b66863c3b4b0480383bbb8a383f42026319230443d720719929,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51079-482_0_1.jpg,e152db0cc75661e5e6bf01aec6e2a334aef3ca0a347f1e7ed102e953,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3735.jpg,00173-0755-00_BC15DE0E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50436-6306_0_0.jpg,afe28c8c403620af23c02371775217532cc4517751f33bcf8e8104e4,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3692.jpg,00172-4286-60_142D8A7C,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-699_0_1.jpg,0728ea78f245d65a1a08388e466894b70bfb17f989a697d041b7834b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68258-5973_0_0.jpg,898fe9ba7987d2b50a543b9f4606ceaa00b55a4bb8d2be1f41b5b034,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5116-01_PART_1_OF_1_CHAL10_SF_B92D5C8A.jpg,00093-5116-01_B92D5C8A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42865-302_0_1.jpg,2d3d7e302accf8cea3a15740adb96ab9d5bbd7808a80fa6c489449ef,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1236.jpg,00093-7287-89_D22FE95F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\23155-245_0_1.jpg,9c5ebe8e89d342a33563f6b4584a033a1886a2332590c72bb1a554f1,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\668.jpg,00378-2077-01_4426A255,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7493-06_PART_1_OF_1_CHAL10_SB_DB2FEDDF.jpg,00093-7493-06_DB2FEDDF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55700-393_0_1.jpg,4e1896cfe32da3c22a30dd8900af6e4aab800e97e3dfb0b528344f37,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-6510_0_1.jpg,d90c660174be77a41a68afd2e8a924eaca30ea22fd55ae2bd3b6fab7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-189_0_0.jpg,49ef79a369bfdcfe63a1f8fb36b208f207b39eb76be46fde738bd63b,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4438.jpg,00093-7212-01_9F23CF8E,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-594_0_0.jpg,6fb241c7ce4ab2b86485bb85098249a33d705fe89c0e07df3af36016,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4687.jpg,00172-4285-60_672DB38D,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4382.jpg,00093-4359-01_2F2D97FC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0374_0_0.jpg,eb83d393e184bc5339d9bc7d207addccf212fa8458d2643334e61559,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68645-511_0_1.jpg,9840d6e37e6814089c0b1d15ceb34f9baf6d5ba209634470d4bd4ca6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4121.jpg,00172-4097-60_7B26BDE5,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2369.jpg,00093-0657-01_302B1808,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0173-0722_0_1.jpg,325af95f363f0d9c832590fd05094fa5c66e34b9651c674a46c83c4b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-057_0_0.jpg,61b9a7d65de872e98c1941c41dbf8cc14f3ec05aa8a3eee2bf817cff,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3935.jpg,50111-0397-01_30269804,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1879.jpg,00173-0933-08_2E1D970C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1562.jpg,00093-7436-01_8D3046B2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-819_0_0.jpg,e898fadfa17bf804f18bceb0954f0d9100499012cdf6d258ad59c919,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7286-89_PART_1_OF_1_CHAL10_SF_D62FEB6F.jpg,00093-7286-89_D62FEB6F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3777.jpg,00093-7152-98_EE27F76F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3165.jpg,59762-5011-01_1D230EC8,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-1435_0_0.jpg,d91ff7795ef484dcfb3f1d619d6bf249d46abb3d8c9e8abed0c9581c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00378-0350-01_PART_1_OF_1_CHAL10_SB_2D2116B8.jpg,00378-0350-01_2D2116B8,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-342_0_1.jpg,df4c4eb63c7f9d00551a36e1d8298808d71a5401c63005840422ae0c,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4790.jpg,00172-3761-60_5226A915,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2174.jpg,50111-0648-01_6E303721,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-584_0_1.jpg,36cbedcb2f6b63f7b117c781d8dc1aa13e42538aac65b081d4ac3d7d,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1600.jpg,00781-5046-01_F223F92F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-292_0_0.jpg,795161cc11d79d2166e2b211f43637ac0b0de4abc76ff0f47b0bc829,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\57237-042_0_1.jpg,43a830a832c7af54eb998d4aec817d8b53079f84e8e3d20fdd4c1eab,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2325.jpg,59762-5011-01_1D230EC8,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50532-115_0_0.jpg,cf2d14079c3fc3dbcfe24a29b27f8cf4508f0941833b71102d6cd3be,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3332.jpg,68453-0375-10_14200A30,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-0079_0_1.jpg,0690208a4f44b112a9f064a9f7bdd845a05db4f17832da4ed10a963f,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-651_0_0.jpg,67735fbc4f25c60f7902cce156c871d440f3418e9dedf9e1e53f8299,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7147-56_PART_1_OF_1_CHAL10_SB_432BA1DD.jpg,00093-7147-56_432BA1DD,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4044.jpg,00093-5710-01_3F2B9FCC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\50111-0648-01_PART_1_OF_1_CHAL10_SF_6E303721.jpg,50111-0648-01_6E303721,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61919-838_0_1.jpg,a4b7431821e306296c5adc23d3808c852a0553f5faccf706dddeadaa,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4119.jpg,00093-7188-56_F92D7CCB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0555-0392_0_0.jpg,c35747a537d88f046c18b07402c7958d84b9daffdafc21a541d8ccde,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\24090-494_0_0.jpg,c9543d86554932024a3ed914a93bb3f61483a56c5c7cd912d6bcd4b2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-6595_0_1.jpg,150162eac2ed0c7ee35d3b632f7f3495b94ae29bcf7a84e3359d1cdc,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5983_0_1.jpg,ffbacee51dddd2b157e9a08e363da2048e94f5091b9093fcb6461398,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2407.jpg,00093-5142-56_C62D631B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-0112_0_0.jpg,d666567f89dddb08453ef7c2d0d92177300c829429d659e5e54ed526,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50436-6591_0_0.jpg,02abde3488ee93ca465dda0cb99707c47df942658950e272b748a7f9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-8034_0_0.jpg,6ae2814f2261186e5be2d7e266d9509e842cac0f5d01c88364e5a0ce,train
