image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\649800104.jpg,"potassium phosphate 155 MG / sodium phosphate, dibasic 852 MG / sodium phosphate, monobasic 130 MG Oral Tablet [Phospha 250 Neutral]","Dibasic Sodium Phosphate, Monobasic Potassium Phosphate and Monobasic Sodium Phosphate","potassium phosphate 155 MG / sodium phosphate, dibasic 852 MG / sodium phosphate, monobasic 130 MG Oral Tablet [Phospha 250 Neutral]",656742,64980-104,649800104,9,CAPSULE,2,RIS;104,WHITE,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS 852 mg;POTASSIUM PHOSPHATE, MONOBASIC 155 mg;SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE 130 mg","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS[PHOSPHATE ION];POTASSIUM PHOSPHATE, MONOBASIC[PHOSPHATE ION];SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE[PHOSPHATE ION]",C42998,"Rising Pharmaceuticals, Inc.",NLM,649800104.jpg,64980-104,train
data\public\pillbox\images\00173-0633-10_3D191EB8.jpg,lamotrigine 25 MG Oral Tablet [Lamictal],LAMICTAL,lamotrigine 25 MG Oral Tablet [Lamictal],105019,0173-0633,001730633,6,HEXAGON (6 SIDED),2,LAMICTAL;25,WHITE,LAMOTRIGINE 25 mg,LAMOTRIGINE[LAMOTRIGINE],C42998,GlaxoSmithKline LLC,NLM,00173-0633-10_3D191EB8.jpg,0173-0633,train
data\public\pillbox\images\00093-5509-44_NLMIMAGE10_F8437C7B.jpg,{4 (risedronate sodium 35 MG Delayed Release Oral Tablet) } Pack,Risedronate Sodium,{4 (risedronate sodium 35 MG Delayed Release Oral Tablet) } Pack,1020065,0093-5509,000935509,13,OVAL,1,T21,WHITE,RISEDRONATE SODIUM MONOHYDRATE 35 mg,RISEDRONATE SODIUM MONOHYDRATE[RISEDRONIC ACID],C42905,Teva Pharmaceuticals USA Inc,NLM,00093-5509-44_NLMIMAGE10_F8437C7B.jpg,0093-5509,train
data\public\pillbox\images\00002-4772-90_8C16C656.jpg,pitavastatin 4 MG Oral Tablet [Livalo],Livalo,pitavastatin 4 MG Oral Tablet [Livalo],861654,0002-4772,000024772,10,ROUND,1,4;KC,WHITE,pitavastatin calcium 4 mg,pitavastatin calcium[pitavastatin],C42931,Eli Lilly and Company,NLM,00002-4772-90_8C16C656.jpg,0002-4772,train
data\public\pillbox\images\006036156.jpg,venlafaxine 25 MG Oral Tablet,Venlafaxine,venlafaxine 25 MG Oral Tablet,313582,0603-6156,006036156,7,ROUND,2,6147;V,ORANGE,VENLAFAXINE HYDROCHLORIDE 25 mg,VENLAFAXINE HYDROCHLORIDE[VENLAFAXINE],C42998,Qualitest Pharmaceuticals,NLM,006036156.jpg,0603-6156,val
data\public\pillbox\images\00093-7291-53_2A161520.jpg,Levofloxacin 250 MG Oral Tablet,Levofloxacin,Levofloxacin 250 MG Oral Tablet,199884,0093-7291,000937291,14,OVAL,1,TEVA;7291,PINK,LEVOFLOXACIN 250 mg,LEVOFLOXACIN[LEVOFLOXACIN ANHYDROUS],C42931,Teva Pharmaceuticals USA Inc,NLM,00093-7291-53_2A161520.jpg,0093-7291,train
data\public\pillbox\images\000461103.jpg,"estrogens, conjugated (USP) 0.9 MG Oral Tablet [Premarin]",Premarin,"estrogens, conjugated (USP) 0.9 MG Oral Tablet [Premarin]",208949,0046-1103,000461103,12,OVAL,1,PREMARIN;09,WHITE,"ESTROGENS, CONJUGATED 0.9 mg","ESTROGENS, CONJUGATED[ESTROGENS, CONJUGATED]",C42931,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",NLM,000461103.jpg,0046-1103,train
data\public\pillbox\images\005913761.jpg,amlodipine 5 MG / benazepril hydrochloride 40 MG Oral Capsule,Amlodipine and Benazepril Hydrochloride,amlodipine 5 MG / benazepril hydrochloride 40 MG Oral Capsule,898359,0591-3761,005913761,19,CAPSULE,1,AB;5,WHITE,AMLODIPINE BESYLATE 5 mg;BENAZEPRIL HYDROCHLORIDE 40 mg,AMLODIPINE BESYLATE[AMLODIPINE];BENAZEPRIL HYDROCHLORIDE[BENAZEPRILAT],C25158,"Actavis Pharma, Inc.",NLM,005913761.jpg,0591-3761,train
data\public\pillbox\images\65862-0374-01_NLMIMAGE10_144A0A00.jpg,escitalopram 10 MG Oral Tablet,Escitalopram,escitalopram 10 MG Oral Tablet,349332,65862-374,658620374,8,OVAL,2,F;5;4,WHITE,ESCITALOPRAM OXALATE 10 mg,ESCITALOPRAM OXALATE[ESCITALOPRAM],C42931,Aurobindo Pharma Limited,NLM,65862-0374-01_NLMIMAGE10_144A0A00.jpg,65862-374,train
data\public\pillbox\images\005364086.jpg,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet [Senexon S]",SENEXON-S,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet [Senexon S]",1248013,0536-4086,005364086,9,ROUND,1,TCL081,ORANGE,DOCUSATE SODIUM 50 mg;SENNOSIDES A AND B 8.6 mg,DOCUSATE SODIUM[DOCUSATE];SENNOSIDES A AND B[SENNOSIDES A AND B],C42897,"RUGBY LABORATORIES, INC.",NLM,005364086.jpg,0536-4086,train
data\public\pillbox\images\510790027.jpg,quinidine gluconate 324 MG Extended Release Oral Tablet,Quinidine Gluconate,quinidine gluconate 324 MG Extended Release Oral Tablet,852920,51079-027,510790027,11,ROUND,1,MP;66,WHITE,Quinidine Gluconate 324 mg,Quinidine Gluconate[Quinidine],C42927,"UDL Laboratories, Inc.",NLM,510790027.jpg,51079-027,train
data\public\pillbox\images\005910933.jpg,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,Oxycodone and Acetaminophen,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet,1049225,0591-0933,005910933,11,ROUND,1,WATSON;933,WHITE,OXYCODONE HYDROCHLORIDE 7.5 mg;ACETAMINOPHEN 325 mg,OXYCODONE HYDROCHLORIDE[OXYCODONE];ACETAMINOPHEN[ACETAMINOPHEN],C42998,"Watson Laboratories, Inc.",NLM,005910933.jpg,0591-0933,train
data\public\pillbox\images\519910467.jpg,Cyclobenzaprine hydrochloride 5 MG Oral Tablet,Cyclobenzaprine Hydrochloride,Cyclobenzaprine hydrochloride 5 MG Oral Tablet,828320,51991-467,519910467,7,ROUND,1,TL;211,ORANGE,Cyclobenzaprine Hydrochloride 5 mg,Cyclobenzaprine Hydrochloride[Cyclobenzaprine],C42931,"Breckenridge Pharmaceutical, Inc.",NLM,519910467.jpg,51991-467,train
data\public\pillbox\images\00603-6240-21_D11268D3.jpg,Trihexyphenidyl Hydrochloride TRIHEXYPHENIDYL HYDROCHLORIDE 2 mg,Trihexyphenidyl Hydrochloride,,,0603-6240,006036240,8,ROUND,2,5971;V,WHITE,TRIHEXYPHENIDYL HYDROCHLORIDE 2 mg,TRIHEXYPHENIDYL HYDROCHLORIDE[TRIHEXYPHENIDYL],C42998,Qualitest Pharmaceuticals,NLM,00603-6240-21_D11268D3.jpg,0603-6240,train
data\public\pillbox\images\52536-0251-03_NLMIMAGE10_533BA9BD.jpg,24 HR lamotrigine 50 MG Extended Release Oral Tablet,Lamotrigine,24 HR lamotrigine 50 MG Extended Release Oral Tablet,850091,52536-251,525360251,9,ROUND,1,H009,ORANGE,Lamotrigine 50 mg,Lamotrigine[Lamotrigine],C42930,"Wilshire Pharmaceuticals, Inc.",NLM,52536-0251-03_NLMIMAGE10_533BA9BD.jpg,52536-251,train
data\public\pillbox\images\422910302.jpg,gabapentin 400 MG Oral Capsule,Gabapentin,gabapentin 400 MG Oral Capsule,310432,42291-302,422910302,21,CAPSULE,1,IP103,BROWN,GABAPENTIN 400 mg,GABAPENTIN[GABAPENTIN],C25158,"AvKARE, Inc.",NLM,422910302.jpg,42291-302,train
data\public\pillbox\images\13668-0107-90_NLMIMAGE10_A047502A.jpg,rabeprazole sodium 20 MG Delayed Release Oral Tablet,Rabeprazole sodium,rabeprazole sodium 20 MG Delayed Release Oral Tablet,854868,13668-107,136680107,7,ROUND,1,107,YELLOW,RABEPRAZOLE SODIUM 20 mg,RABEPRAZOLE SODIUM[RABEPRAZOLE],C42905,Torrent Pharmaceuticals Limited,NLM,13668-0107-90_NLMIMAGE10_A047502A.jpg,13668-107,val
data\public\pillbox\images\000743079.jpg,Niaspan NIACIN 750 mg,Niaspan,,,0074-3079,000743079,19,CAPSULE,1,A;750,ORANGE,NIACIN 750 mg,NIACIN[NIACIN],C42930,AbbVie Inc.,NLM,000743079.jpg,0074-3079,val
data\public\pillbox\images\00555-0658-02_NLMIMAGE10_FA41FD3F.jpg,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Capsule,Oxycodone and Acetaminophen,Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Capsule,1049658,0555-0658,005550658,22,CAPSULE,1,barr;658,RED;WHITE,OXYCODONE HYDROCHLORIDE 5 mg;ACETAMINOPHEN 500 mg,OXYCODONE HYDROCHLORIDE[OXYCODONE];ACETAMINOPHEN[ACETAMINOPHEN],C25158,Barr Laboratories Inc.,NLM,00555-0658-02_NLMIMAGE10_FA41FD3F.jpg,0555-0658,val
data\public\pillbox\images\007815087.jpg,carbamazepine 200 MG 12 HR Extended Release Tablet,Carbamazepine,carbamazepine 200 MG 12 HR Extended Release Tablet,402505,0781-5087,007815087,10,ROUND,1,T;200;mg,PINK,CARBAMAZEPINE 200 mg,CARBAMAZEPINE[CARBAMAZEPINE],C42927,Sandoz Inc,NLM,007815087.jpg,0781-5087,train
data\public\pillbox\images\605050208.jpg,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,Enalapril Maleate and Hydrochlorothiazide,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,858824,60505-0208,605050208,6,ROUND,1,APO;5;12;5,RED,ENALAPRIL MALEATE 5 mg;hydrochlorothiazide 12.5 mg,ENALAPRIL MALEATE[ENALAPRILAT ANHYDROUS];hydrochlorothiazide[HYDROCHLOROTHIAZIDE],C42998,Apotex Corp.,NLM,605050208.jpg,60505-0208,train
data\public\pillbox\images\00093-1138-56_NLMIMAGE10_6A383511.jpg,Acitretin 17.5 MG Oral Capsule,Acitretin,Acitretin 17.5 MG Oral Capsule,894859,0093-1138,000931138,19,CAPSULE,1,TEVA;1138,YELLOW,ACITRETIN 17.5 mg,ACITRETIN[ACITRETIN],C25158,Teva Pharmaceuticals USA Inc,NLM,00093-1138-56_NLMIMAGE10_6A383511.jpg,0093-1138,train
data\public\pillbox\images\162520534.jpg,Sertraline 50 MG Oral Tablet,Sertraline Hydrochloride,Sertraline 50 MG Oral Tablet,312941,16252-534,162520534,10,CAPSULE,2,SL;50,WHITE,Sertraline hydrochloride 50 mg,Sertraline hydrochloride[Sertraline],C42931,Cobalt Laboratories Inc.,NLM,162520534.jpg,16252-534,train
data\public\pillbox\images\009045306.jpg,diphenhydramine hydrochloride 25 MG Oral Capsule [Banophen],Diphenhydramine Hydrochloride,diphenhydramine hydrochloride 25 MG Oral Capsule [Banophen],1092422,0904-5306,009045306,14,CAPSULE,1,CPC;835,PINK,DIPHENHYDRAMINE HYDROCHLORIDE 25 mg,DIPHENHYDRAMINE HYDROCHLORIDE[DIPHENHYDRAMINE],C25158,Major Pharmaceuticals,NLM,009045306.jpg,0904-5306,train
data\public\pillbox\images\00228-2717-11_56232B19.jpg,24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet,Diclofenac Sodium,24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet,855657,0228-2717,002282717,9,ROUND,1,R;717,YELLOW,DICLOFENAC SODIUM 100 mg,DICLOFENAC SODIUM[DICLOFENAC],C42930,Actavis Elizabeth LLC,NLM,00228-2717-11_56232B19.jpg,0228-2717,train
data\public\pillbox\images\504580343.jpg,amylase 98400 UNT / lipase 16800 UNT / protease 56800 UNT Delayed Release Oral Capsule [Pancreaze],PANCREAZE,amylase 98400 UNT / lipase 16800 UNT / protease 56800 UNT Delayed Release Oral Capsule [Pancreaze],1806926,50458-343,504580343,22,CAPSULE,1,McNEIL;MT;16,ORANGE,PANCRELIPASE LIPASE 16800 [USP'U];PANCRELIPASE AMYLASE 98400 [USP'U];PANCRELIPASE PROTEASE 56800 [USP'U],PANCRELIPASE LIPASE[PANCRELIPASE LIPASE];PANCRELIPASE AMYLASE[PANCRELIPASE AMYLASE];PANCRELIPASE PROTEASE[PANCRELIPASE PROTEASE],C42902,"Janssen Pharmaceuticals, Inc.",NLM,504580343.jpg,50458-343,train
data\public\pillbox\images\00555-0787-02_NLMIMAGE10_B241D93E.jpg,24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate",24 HR amphetamine aspartate 2.5 MG / amphetamine sulfate 2.5 MG / dextroamphetamine saccharate 2.5 MG / dextroamphetamine sulfate 2.5 MG Extended Release Oral Capsule,861221,0555-0787,005550787,16,CAPSULE,1,M;Amphet;Salts;10;mg,BLUE,DEXTROAMPHETAMINE SACCHARATE 2.5 mg;AMPHETAMINE ASPARTATE MONOHYDRATE 2.5 mg;DEXTROAMPHETAMINE SULFATE 2.5 mg;AMPHETAMINE SULFATE 2.5 mg,DEXTROAMPHETAMINE SACCHARATE[DEXTROAMPHETAMINE];AMPHETAMINE ASPARTATE MONOHYDRATE[AMPHETAMINE];DEXTROAMPHETAMINE SULFATE[DEXTROAMPHETAMINE];AMPHETAMINE SULFATE[AMPHETAMINE],C42916,Barr Laboratories Inc.,NLM,00555-0787-02_NLMIMAGE10_B241D93E.jpg,0555-0787,train
data\public\pillbox\images\005271369.jpg,danazol 200 MG Oral Capsule,Danazol,danazol 200 MG Oral Capsule,197555,0527-1369,005271369,19,CAPSULE,1,LANNETT;1369,ORANGE,DANAZOL 200 mg,DANAZOL[DANAZOL],C25158,"Lannett Company, Inc.",NLM,005271369.jpg,0527-1369,train
data\public\pillbox\images\00591-5643-01_7908BCB5.jpg,minoxidil 10 MG Oral Tablet,Minoxidil,minoxidil 10 MG Oral Tablet,197986,0591-5643,005915643,7,ROUND,2,DAN;5643;10,WHITE,MINOXIDIL 10 mg,MINOXIDIL[MINOXIDIL],C42998,"Actavis Pharma, Inc.",NLM,00591-5643-01_7908BCB5.jpg,0591-5643,train
data\public\pillbox\images\009045904.jpg,benzonatate benzonatate 100 mg,benzonatate,,,0904-5904,009045904,19,CAPSULE,1,ASC;105,YELLOW,benzonatate 100 mg,benzonatate[benzonatate],C25158,Major Pharmaceuticals,NLM,009045904.jpg,0904-5904,val
data\public\pillbox\images\003781049.jpg,doxepin hydrochloride 10 MG Oral Capsule,Doxepin Hydrochloride,doxepin hydrochloride 10 MG Oral Capsule,1000048,0378-1049,003781049,14,CAPSULE,1,MYLAN;1049,WHITE,DOXEPIN HYDROCHLORIDE 10 mg,DOXEPIN HYDROCHLORIDE[DOXEPIN],C25158,Mylan Pharmaceuticals Inc.,NLM,003781049.jpg,0378-1049,train
data\public\pillbox\images\27309b03-7edc-33a6-e054-00144ff88e88.jpg,acetaminophen 500 MG Oral Tablet,ACETAMINOPHEN 500 MG,acetaminophen 500 MG Oral Tablet,198440,69618-011,696180011,12,ROUND,1,AP;013,WHITE,ACETAMINOPHEN 500 mg,ACETAMINOPHEN[ACETAMINOPHEN],C42998,Reliable 1 Laboratories LLC,SPL,27309b03-7edc-33a6-e054-00144ff88e88.jpg,69618-011,train
data\public\pillbox\images\504580588.jpg,24 HR methylphenidate hydrochloride 27 MG Extended Release Oral Tablet [Concerta],CONCERTA,24 HR methylphenidate hydrochloride 27 MG Extended Release Oral Tablet [Concerta],1091172,50458-588,504580588,12,OVAL,1,alza;27,GRAY,Methylphenidate hydrochloride 27 mg,Methylphenidate hydrochloride[Methylphenidate],C42927,"Janssen Pharmaceuticals, Inc.",NLM,504580588.jpg,50458-588,val
data\public\pillbox\images\00555901467part1of2.jpg,{21 (ethinyl estradiol 0.02 MG / levonorgestrel 0.1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lessina 28 Day],Lessina,{21 (ethinyl estradiol 0.02 MG / levonorgestrel 0.1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lessina 28 Day],751885,0555-9014,005559014,6,ROUND,1,b;965,PINK,LEVONORGESTREL 0.1 mg;ETHINYL ESTRADIOL 0.02 mg,LEVONORGESTREL[LEVONORGESTREL];ETHINYL ESTRADIOL[ETHINYL ESTRADIOL],C42931,"Teva Pharmaceuticals USA, Inc.",SPL,00555901467part1of2.jpg,0555-9014,train
data\public\pillbox\images\000031964.jpg,stavudine 15 MG Oral Capsule [Zerit],ZERIT,stavudine 15 MG Oral Capsule [Zerit],152941,0003-1964,000031964,3,CAPSULE,1,BMS;1964;15,YELLOW;RED,stavudine 15 mg,stavudine[stavudine],C42936,"E.R. Squibb & Sons, L.L.C.",NLM,000031964.jpg,0003-1964,train
data\public\pillbox\images\649800195.jpg,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,benazepril hydrochloride and hydrochlorothiazide,benazepril hydrochloride 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,898367,64980-195,649800195,12,OVAL,2,LOTENSINHCT;453,GRAY,BENAZEPRIL HYDROCHLORIDE 20 mg;HYDROCHLOROTHIAZIDE 12.5 mg,BENAZEPRIL HYDROCHLORIDE[BENAZEPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,"Rising Pharmaceuticals, Inc.",NLM,649800195.jpg,64980-195,train
data\public\pillbox\images\0.5_mg_Clonazepam_Tablet.jpg,clonazepam 0.5 MG Oral Tablet,Clonazepam,clonazepam 0.5 MG Oral Tablet,197527,60687-544,606870544,8,ROUND,2,832;TEVA,YELLOW,CLONAZEPAM 0.5 mg,CLONAZEPAM[CLONAZEPAM],C42998,American Health Packaging,SPL,0.5_mg_Clonazepam_Tablet.jpg,60687-544,val
data\public\pillbox\images\16571-0215-22_NLMIMAGE10_4D4326F9.jpg,Tindazole TINIDAZOLE 500 mg,Tindazole,,,16571-215,165710215,16,CAPSULE,2,TP;500,PINK,TINIDAZOLE 500 mg,TINIDAZOLE[TINIDAZOLE],C42931,"Pack Pharmaceuticals, LLC",NLM,16571-0215-22_NLMIMAGE10_4D4326F9.jpg,16571-215,train
data\public\pillbox\images\633040828.jpg,atorvastatin 20 MG Oral Tablet,Atorvastatin Calcium,atorvastatin 20 MG Oral Tablet,617310,63304-828,633040828,12,OVAL,1,RX828,WHITE,ATORVASTATIN CALCIUM TRIHYDRATE 20 mg,ATORVASTATIN CALCIUM TRIHYDRATE[ATORVASTATIN],C42931,Sun Pharmaceutical Industries Inc.,NLM,633040828.jpg,63304-828,train
data\public\pillbox\images\000540098.jpg,oxcarbazepine 300 MG Oral Tablet,Oxcarbazepine,oxcarbazepine 300 MG Oral Tablet,312137,0054-0098,000540098,10,ROUND,2,54;515,ORANGE,OXCARBAZEPINE 300 mg,OXCARBAZEPINE[OXCARBAZEPINE],C42998,West-Ward Pharmaceticals Corp.,NLM,000540098.jpg,0054-0098,train
data\public\pillbox\images\009045339.jpg,"PRENATAL PLUS IRON VITAMIN A ACETATE 3080 [iU];.BETA.-CAROTENE 920 [iU];ASCORBIC ACID 120 mg;CHOLECALCIFEROL 400 [iU];.ALPHA.-TOCOPHEROL ACETATE, DL- 22 [iU];THIAMINE MONONITRATE 1.84 mg;RIBOFLAVIN 3 mg;NIACINAMIDE 20 mg;PYRIDOXINE HYDROCHLORIDE 10 mg;FOLIC ACID 1 mg;CYANOCOBALAMIN 12 ug;CALCIUM CARBONATE 200 mg;IRON PENTACARBONYL 29 mg;ZINC OXIDE 25 mg;CUPRIC OXIDE 2 mg",PRENATAL PLUS IRON,,,0904-5339,009045339,18,CAPSULE,1,CIS28,YELLOW,"VITAMIN A ACETATE 3080 [iU];.BETA.-CAROTENE 920 [iU];ASCORBIC ACID 120 mg;CHOLECALCIFEROL 400 [iU];.ALPHA.-TOCOPHEROL ACETATE, DL- 22 [iU];THIAMINE MONONITRATE 1.84 mg;RIBOFLAVIN 3 mg;NIACINAMIDE 20 mg;PYRIDOXINE HYDROCHLORIDE 10 mg;FOLIC ACID 1 mg;CYANOCOBALAMIN 12 ug;CALCIUM CARBONATE 200 mg;IRON PENTACARBONYL 29 mg;ZINC OXIDE 25 mg;CUPRIC OXIDE 2 mg","VITAMIN A ACETATE[VITAMIN A];.BETA.-CAROTENE[.BETA.-CAROTENE];ASCORBIC ACID[ASCORBIC ACID];CHOLECALCIFEROL[CHOLECALCIFEROL];.ALPHA.-TOCOPHEROL ACETATE, DL-[.ALPHA.-TOCOPHEROL, DL-];THIAMINE MONONITRATE[Thiamine ION];RIBOFLAVIN[RIBOFLAVIN];NIACINAMIDE[NIACINAMIDE];PYRIDOXINE HYDROCHLORIDE[PYRIDOXINE];FOLIC ACID[FOLIC ACID];CYANOCOBALAMIN[CYANOCOBALAMIN];CALCIUM CARBONATE[CALCIUM CATION];IRON PENTACARBONYL[IRON PENTACARBONYL];ZINC OXIDE[ZINC OXIDE];CUPRIC OXIDE[CUPRIC OXIDE]",C42931,Major Pharmaceuticals,NLM,009045339.jpg,0904-5339,train
data\public\pillbox\images\669930114.jpg,12 HR propafenone hydrochloride 225 MG Extended Release Oral Capsule,Propafenone Hydrochloride,12 HR propafenone hydrochloride 225 MG Extended Release Oral Capsule,861156,66993-114,669930114,19,CAPSULE,1,GS;EUG;225,WHITE,PROPAFENONE HYDROCHLORIDE 225 mg,PROPAFENONE HYDROCHLORIDE[PROPAFENONE],C42916,Prasco Laboratories,NLM,669930114.jpg,66993-114,train
data\public\pillbox\images\50458-0650-60_4B16A585.jpg,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet],ULTRACET,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet],836397,50458-650,504580650,15,OVAL,1,O;M;650,YELLOW,tramadol hydrochloride 37.5 mg;acetaminophen 325 mg,tramadol hydrochloride[tramadol];acetaminophen[acetaminophen],C42897,"Janssen Pharmaceuticals, Inc.",NLM,50458-0650-60_4B16A585.jpg,50458-650,train
data\public\pillbox\images\001157033.jpg,fludrocortisone acetate 0.1 MG Oral Tablet,Fludrocortisone Acetate,fludrocortisone acetate 0.1 MG Oral Tablet,313979,0115-7033,001157033,6,ROUND,2,7033,WHITE,FLUDROCORTISONE ACETATE 0.1 mg,FLUDROCORTISONE ACETATE[FLUDROCORTISONE],C42998,Amneal Pharmaceuticals of New York LLC,NLM,001157033.jpg,0115-7033,train
data\public\pillbox\images\00173-0675-02_A019500A.jpg,atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet [Malarone],MALARONE,atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet [Malarone],864679,0173-0675,001730675,11,ROUND,1,GX;CM3,PINK,ATOVAQUONE 250 mg;PROGUANIL HYDROCHLORIDE 100 mg,ATOVAQUONE[ATOVAQUONE];PROGUANIL HYDROCHLORIDE[PROGUANIL],C42931,GlaxoSmithKline LLC,NLM,00173-0675-02_A019500A.jpg,0173-0675,val
data\public\pillbox\images\00173-0758-60_E31971FB.jpg,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],LAMICTAL,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],900984,0173-0758,001730758,9,ROUND,1,LAMICTAL;XR;50,GREEN,LAMOTRIGINE 50 mg,LAMOTRIGINE[LAMOTRIGINE],C42930,GlaxoSmithKline LLC,NLM,00173-0758-60_E31971FB.jpg,0173-0758,train
data\public\pillbox\images\003780092.jpg,maprotiline hydrochloride 75 MG Oral Tablet,Maprotiline Hydrochloride,maprotiline hydrochloride 75 MG Oral Tablet,1298870,0378-0092,003780092,8,ROUND,2,9;2;M,WHITE,MAPROTILINE HYDROCHLORIDE 75 mg,MAPROTILINE HYDROCHLORIDE[MAPROTILINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003780092.jpg,0378-0092,val
data\public\pillbox\images\76439-0124-10_NLMIMAGE10_CA406523.jpg,glimepiride 2 MG Oral Tablet,glimepiride,glimepiride 2 MG Oral Tablet,199246,76439-124,764390124,10,CAPSULE,2,I;2,YELLOW,GLIMEPIRIDE 2 mg,GLIMEPIRIDE[GLIMEPIRIDE],C42998,Virtus Pharmaceuticals LLC,NLM,76439-0124-10_NLMIMAGE10_CA406523.jpg,76439-124,train
data\public\pillbox\images\005550971.jpg,amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",amphetamine aspartate 1.25 MG / amphetamine sulfate 1.25 MG / dextroamphetamine saccharate 1.25 MG / dextroamphetamine sulfate 1.25 MG Oral Tablet,541878,0555-0971,005550971,8,OVAL,4,b;971;5,BLUE,DEXTROAMPHETAMINE SACCHARATE 1.25 mg;AMPHETAMINE ASPARTATE MONOHYDRATE 1.25 mg;DEXTROAMPHETAMINE SULFATE 1.25 mg;AMPHETAMINE SULFATE 1.25 mg,DEXTROAMPHETAMINE SACCHARATE[DEXTROAMPHETAMINE];AMPHETAMINE ASPARTATE MONOHYDRATE[AMPHETAMINE];DEXTROAMPHETAMINE SULFATE[DEXTROAMPHETAMINE];AMPHETAMINE SULFATE[AMPHETAMINE],C42998,"Teva Pharmaceuticals USA, Inc.",NLM,005550971.jpg,0555-0971,train
data\public\pillbox\images\00555-0882-02_9B304DA2.jpg,hydroxyurea 500 MG Oral Capsule,HYDROXYUREA,hydroxyurea 500 MG Oral Capsule,197797,0555-0882,005550882,22,CAPSULE,1,barr;882,PURPLE;PINK,HYDROXYUREA 500 mg,HYDROXYUREA[HYDROXYUREA],C25158,"Teva Pharmaceuticals USA, Inc.",NLM,00555-0882-02_9B304DA2.jpg,0555-0882,train
data\public\pillbox\images\00008-0607-01_D10868B3.jpg,pantoprazole 40 MG Delayed Release Oral Tablet,Pantoprazole Sodium,pantoprazole 40 MG Delayed Release Oral Tablet,314200,0008-0607,000080607,12,OVAL,1,P;40,YELLOW,PANTOPRAZOLE SODIUM 40 mg,PANTOPRAZOLE SODIUM[PANTOPRAZOLE],C42905,"Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.",NLM,00008-0607-01_D10868B3.jpg,0008-0607,train
data\public\pillbox\images\00178-0615-01_581DAC0D.jpg,potassium citrate 15 MEQ Extended Release Oral Tablet [Urocit-K],UROCIT-K,potassium citrate 15 MEQ Extended Release Oral Tablet [Urocit-K],898517,0178-0615,001780615,20,RECTANGLE,1,M15,YELLOW,POTASSIUM CITRATE 15 meq,POTASSIUM CITRATE[ANHYDROUS CITRIC ACID],C42927,Mission Pharmacal Company,NLM,00178-0615-01_581DAC0D.jpg,0178-0615,val
